gender,carType,carCat,job,cover,age,nYears,carVal,density,claimNumbMD,pred_claim_prob,pred_cond_sev,pred_expected_loss,pct_rank,action_band
Female,C,Large,Employed,0,47,7,8690,290.1327193,1,0.5201840723548173,403.3830716002207,209.83344890399766,0.5680552191813999,3-Standard (20-80%)
Female,B,Medium,Unemployed,1,35,0,6115,88.89623143,1,0.42199983034996935,426.70224915906107,180.06827675507412,0.47130055703560186,3-Standard (20-80%)
Female,A,Medium,Housewife,0,46,4,11965,249.7835716,1,0.5114435815600706,412.19261512097825,210.81326737008484,0.5710422216840235,3-Standard (20-80%)
Male,A,Small,Housewife,1,29,7,19990,28.61559614,1,0.45789754345946226,334.81440252638674,153.31069243168005,0.3642528457253572,3-Standard (20-80%)
Male,C,Medium,Retired,1,69,12,27715,205.4307964,1,0.23985196322211508,676.1351772183992,162.17234965936575,0.40017760555421006,3-Standard (20-80%)
Male,A,Medium,Unemployed,1,43,11,14330,259.0040603,1,0.5072918250320284,501.5146757514863,254.41429514231746,0.6773229999192703,3-Standard (20-80%)
Female,B,Large,Retired,1,61,14,12555,284.9991194,1,0.21504412857463176,605.7973727453392,130.27316811482285,0.26471300557035604,3-Standard (20-80%)
Male,C,Large,Unemployed,0,20,8,18530,25.83086908,1,0.6797120732863614,604.6202156198153,410.96766030979154,0.8856462420279325,2-Medium Review (80-95%)
Female,A,Medium,Employed,1,50,0,21935,144.998902,1,0.40318750453023094,365.7367095129708,147.46047122363265,0.3403568257043675,3-Standard (20-80%)
Male,B,Medium,Employed,0,25,1,29030,51.09148195,1,0.5971952612677885,514.0111750346275,306.96503796936736,0.7721805118269153,3-Standard (20-80%)
Male,C,Large,Employed,0,25,3,15080,72.01288299,1,0.6219936864686249,518.8531300226307,322.7233710785608,0.7939977395656737,3-Standard (20-80%)
Male,E,Large,Employed,1,20,2,22370,39.55041059,1,0.6945109383020454,474.168731888177,329.3153708971488,0.8019092597077582,2-Medium Review (80-95%)
Female,E,Large,Unemployed,0,42,0,39650,169.5291484,1,0.6087564217075601,420.00535287168884,255.68095571219038,0.6808145636554452,3-Standard (20-80%)
Female,C,Medium,Housewife,1,21,0,12600,58.89468755,1,0.6471749173869986,431.63450944462534,279.3430279912031,0.7277589408250585,3-Standard (20-80%)
Female,D,Large,Employed,0,33,10,9065,109.6318854,1,0.40060832431315646,292.0140048230585,116.98324114813944,0.20257124404617743,3-Standard (20-80%)
Female,D,Small,Employed,1,26,7,27335,47.98269849,1,0.5205880804049712,331.66615631237715,172.66144764995553,0.4418947283442319,3-Standard (20-80%)
Female,C,Small,Unemployed,0,20,13,7710,77.73738533,1,0.6470826915689766,574.1715650585585,371.5364817404638,0.8477637846129006,2-Medium Review (80-95%)
Female,B,Medium,Employed,0,29,12,8965,272.9669948,1,0.5688841627615729,468.1183156037548,266.30509604559984,0.7036207314119641,3-Standard (20-80%)
Male,E,Medium,Unemployed,1,31,10,21030,251.432848,1,0.6836434347386021,468.07063370839853,319.9934157286837,0.7908492774683136,3-Standard (20-80%)
Male,D,Medium,Employed,1,35,1,19995,144.998902,1,0.5057085666742223,376.5510477230633,190.425090623707,0.5076491483006378,3-Standard (20-80%)
Male,C,Small,Employed,0,27,0,18395,166.5549379,1,0.686938212497103,554.3368960161041,380.795196470495,0.8574917251957698,2-Medium Review (80-95%)
Female,A,Large,Housewife,0,65,15,11880,223.3085718,1,0.41191190889083656,312.38074833254,128.67335034640456,0.2577096956486639,3-Standard (20-80%)
Female,A,Medium,Unemployed,0,25,2,23130,107.8170529,1,0.6564126190348409,591.4784887331493,388.25394389209623,0.8644748526681199,2-Medium Review (80-95%)
Male,D,Small,Unemployed,0,24,8,15680,32.9239514,1,0.6179391154347783,490.56986008077257,303.14230539727555,0.7663074190683782,3-Standard (20-80%)
Male,D,Small,Employed,0,21,0,33920,102.818883,1,0.7772568578982045,593.6358964960796,461.4075716461266,0.923003955760071,2-Medium Review (80-95%)
Female,A,Small,Employed,0,29,0,11370,32.2125563,1,0.401642379373265,386.17778416093125,155.1053640914916,0.37153870993783805,3-Standard (20-80%)
Male,D,Small,Unemployed,0,22,6,23130,285.6217445,1,0.8646842211187297,772.2516489951702,667.7538156190433,0.9910591749414709,1-Highest Review (Top 5%)
Female,D,Large,Unemployed,0,21,5,8695,112.4047945,1,0.732070455205902,608.6714186580791,445.5903625278421,0.91178251392589,2-Medium Review (80-95%)
Male,A,Small,Self-employed,0,18,2,11925,297.3851697,1,0.789441578107966,846.5185138525613,668.2769114733761,0.9911399047388391,1-Highest Review (Top 5%)
Male,D,Large,Employed,0,34,3,4190,31.49128874,1,0.38138511627153937,352.55511847067663,134.45927485006536,0.28447162347622507,3-Standard (20-80%)
Male,B,Small,Employed,0,41,1,5020,62.06252553,1,0.35506130726697094,388.3329952193729,137.8820209374889,0.29964882538144827,3-Standard (20-80%)
Male,B,Medium,Employed,0,48,12,18335,76.50537468,1,0.3299800396512,346.46920778580153,114.32792292307863,0.1894324695245015,4-Low Risk (Bottom 20%)
Male,A,Small,Employed,1,21,4,6050,66.94554904,1,0.6156493685605302,608.4493380919571,374.59145079738596,0.8509324291596028,2-Medium Review (80-95%)
Male,A,Large,Employed,0,27,0,27630,169.5291484,1,0.6750866609077457,564.2222079249201,380.89888635803015,0.8576330023411641,2-Medium Review (80-95%)
Female,A,Large,Self-employed,0,47,3,41845,270.7883545,1,0.5180315451755052,477.4912699819492,247.35554039656347,0.6615806894324695,3-Standard (20-80%)
Male,B,Medium,Self-employed,0,51,3,27000,45.66982293,1,0.3243880056268614,382.0639836000602,123.9369736618774,0.23617502220069428,3-Standard (20-80%)
Male,C,Medium,Housewife,0,38,0,26040,57.7002938,1,0.4712687353124519,330.2674542560466,155.64472548211015,0.37381932671348994,3-Standard (20-80%)
Male,B,Medium,Employed,1,45,14,18035,51.09148195,1,0.28053892407921927,328.3439768867169,92.1132660036916,0.09247598288528296,4-Low Risk (Bottom 20%)
Male,A,Small,Housewife,0,23,7,44645,223.3475567,1,0.790002274380301,626.1504094465329,494.6602475669177,0.9438120610317268,2-Medium Review (80-95%)
Female,B,Small,Housewife,1,35,3,14015,33.96774033,1,0.3470312412752261,277.41756296295523,96.27256122658255,0.10906595624444983,4-Low Risk (Bottom 20%)
Male,D,Large,Unemployed,0,23,15,7445,31.98800317,1,0.5964896022826806,525.6880212008153,313.5674386908437,0.7819891822071526,3-Standard (20-80%)
Male,C,Small,Employed,0,35,2,7825,27.01981982,1,0.36793903779412707,381.45929735290065,140.35376682565007,0.30976023250181645,3-Standard (20-80%)
Male,D,Medium,Unemployed,0,22,7,10325,121.5870219,1,0.736837768651023,659.3161482841215,485.8090395372591,0.9387260837975296,2-Medium Review (80-95%)
Male,A,Medium,Employed,1,22,3,6185,171.3729361,1,0.6812393940625862,706.6758556234428,481.4154316835738,0.9357390812949059,2-Medium Review (80-95%)
Male,C,Small,Housewife,0,28,0,27395,68.97630254,1,0.6445656190611403,401.4070598789942,258.7331900464161,0.6876160490837168,3-Standard (20-80%)
Female,C,Large,Employed,0,29,5,8675,27.01981982,1,0.4165384711670402,378.21919534965235,157.5428453969723,0.3812868329700492,3-Standard (20-80%)
Male,E,Large,Employed,0,47,1,13850,114.881582,1,0.49307645911744946,359.02909488509374,177.0287948260848,0.45939291192379106,3-Standard (20-80%)
Female,E,Small,Self-employed,1,29,3,7270,190.0515645,1,0.5532018888689093,414.3006932726789,229.1919260781446,0.6189957213207394,3-Standard (20-80%)
Female,B,Large,Unemployed,0,27,2,8710,183.8950396,1,0.6473725180086639,597.0686636019793,386.52584418008126,0.8626382497779931,2-Medium Review (80-95%)
Male,A,Medium,Unemployed,1,54,4,45860,14.37714238,1,0.390916247538216,469.7534209023137,183.63424456737263,0.4838540405263583,3-Standard (20-80%)
Female,C,Small,Employed,0,20,9,21350,184.4785165,1,0.7262577655985922,542.7523336902184,394.17809713927954,0.8703075805279729,2-Medium Review (80-95%)
Male,D,Medium,Employed,0,28,2,34980,47.5930722,1,0.5544845282077873,421.58608567187525,233.76296181273753,0.6307822717364979,3-Standard (20-80%)
Male,B,Large,Housewife,0,46,8,22165,124.2334338,1,0.4776346934794782,328.12203272557707,156.7224665247443,0.37785581658190037,3-Standard (20-80%)
Female,B,Large,Employed,0,23,9,9835,76.98652096,1,0.54604662938629,437.205464283385,238.7345701212104,0.6431742956325179,3-Standard (20-80%)
Male,D,Small,Employed,0,18,3,15180,232.9029787,1,0.8191633270031194,748.2337942247278,612.9256842532955,0.9836118511342536,1-Highest Review (Top 5%)
Male,E,Small,Housewife,0,31,3,15745,29.94861261,1,0.523222132892666,315.56916376334203,165.1127709394108,0.4126099943489142,3-Standard (20-80%)
Male,A,Small,Housewife,1,49,4,4975,284.2162652,1,0.5729031147122231,444.4885663693108,254.64888412694884,0.6778881085008477,3-Standard (20-80%)
Male,E,Medium,Housewife,0,38,7,8365,100.3048589,1,0.48326113475372834,308.39230265076856,149.03401412832562,0.3466133850004037,3-Standard (20-80%)
Male,B,Small,Employed,0,26,6,22380,222.711392,1,0.71385954312803,617.5930689517253,440.8747060409166,0.9085331395818197,2-Medium Review (80-95%)
Female,E,Medium,Retired,1,54,3,23260,251.432848,1,0.3134554332032159,637.5904817275235,199.856200656148,0.5369338822959554,3-Standard (20-80%)
Male,C,Small,Housewife,0,25,7,14145,276.9950185,1,0.794145762695737,550.674894975736,437.3161344679008,0.9057883264713006,2-Medium Review (80-95%)
Male,E,Small,Unemployed,1,29,0,25335,94.65751646,1,0.6873143589077887,465.62341304611954,320.02965763025014,0.7909501897150238,3-Standard (20-80%)
Male,E,Medium,Self-employed,0,23,0,29520,68.97630254,1,0.6873755055110604,514.560032761885,353.69596263548857,0.8295390328570276,2-Medium Review (80-95%)
Female,E,Small,Self-employed,0,51,9,6645,25.83086908,1,0.25145864447581084,250.56602553109127,63.00699313173962,0.012028739807863082,4-Low Risk (Bottom 20%)
Male,A,Medium,Housewife,1,35,1,48830,275.0923407,1,0.6515449396338552,466.2427362055106,303.7780954157429,0.7674981835795592,3-Standard (20-80%)
Female,E,Medium,Unemployed,1,26,0,10150,248.5121203,1,0.7612970889758978,584.2541625616285,444.7909931802187,0.9110761281989183,2-Medium Review (80-95%)
Male,E,Small,Employed,0,51,2,10495,56.11415278,1,0.3954619460555928,324.90488068661,128.487516399287,0.2567611205295875,3-Standard (20-80%)
Male,C,Large,Employed,0,26,7,4360,107.8170529,1,0.6065589912535643,508.14843698059514,308.2220033420252,0.7736740130782271,3-Standard (20-80%)
Male,A,Small,Unemployed,1,20,7,15920,87.83581964,1,0.7024432576018893,676.977377720837,475.53819452900944,0.9323887947041253,2-Medium Review (80-95%)
Male,B,Small,Self-employed,0,19,1,7865,123.0199289,1,0.6917083641242809,715.0499387260246,494.6060233833458,0.9437716961330427,2-Medium Review (80-95%)
Female,A,Medium,Self-employed,0,56,8,16020,185.1345389,1,0.3187315652266286,348.0747849969,110.94242103798416,0.17284249616533462,4-Low Risk (Bottom 20%)
Male,E,Medium,Unemployed,1,26,13,11420,276.9454965,1,0.7587981698527361,591.4810378512399,448.81472902411775,0.9139016711068055,2-Medium Review (80-95%)
Male,E,Small,Employed,0,29,0,20280,207.1446249,1,0.7091049070498756,485.1554747937349,344.0261278583497,0.8190037943004763,2-Medium Review (80-95%)
Female,A,Medium,Employed,0,44,1,11690,76.89987008,1,0.3152485383499898,353.9233047753197,111.57380451841749,0.17607168806006296,4-Low Risk (Bottom 20%)
Male,D,Medium,Employed,1,25,1,10020,87.14669097,1,0.6096861715272444,475.9895448090228,290.20424326160884,0.746145152175668,3-Standard (20-80%)
Male,C,Small,Housewife,0,27,11,40960,21.95355362,1,0.5613183371523977,366.089967136994,205.4930116015134,0.5552191813998547,3-Standard (20-80%)
Female,A,Medium,Employed,0,36,1,28800,126.1401885,1,0.43794174273605335,381.90702307120483,167.25302724694157,0.42144990716073305,3-Standard (20-80%)
Female,B,Large,Unemployed,0,22,15,13970,251.432848,1,0.7556463545700473,704.3696500570028,532.254358335354,0.960119480100105,1-Highest Review (Top 5%)
Male,C,Medium,Employed,0,23,0,26890,123.0199289,1,0.7474404504208302,629.1182741831701,470.228446223444,0.9297650762896585,2-Medium Review (80-95%)
Female,E,Small,Housewife,0,32,10,2795,73.85052034,1,0.4413066222418023,243.57556574091174,107.49151017775782,0.15641398240090418,4-Low Risk (Bottom 20%)
Male,A,Medium,Employed,0,28,13,8140,17.999002,1,0.37375287583691263,432.94209070837945,161.8133514731023,0.39888592879631873,3-Standard (20-80%)
Male,D,Large,Self-employed,0,28,6,17930,102.818883,1,0.5553187497749703,429.54482485041797,238.5342951082427,0.6427302817469928,3-Standard (20-80%)
Female,D,Medium,Self-employed,0,44,0,38705,180.0831298,1,0.46968511179324146,389.4776568583586,182.9318568024879,0.48183579559215306,3-Standard (20-80%)
Male,E,Medium,Employed,0,42,0,23865,95.69355223,1,0.5128647986427951,366.4951621344243,187.96246753163004,0.49878905303947685,3-Standard (20-80%)
Female,D,Large,Housewife,1,73,5,16820,107.8170529,1,0.45495685162029453,268.362783050498,122.09348686871472,0.22802131266650522,3-Standard (20-80%)
Male,C,Small,Housewife,0,42,2,39220,27.92054451,1,0.4455376850061553,334.1168078937258,148.86162911061692,0.3457253572293534,3-Standard (20-80%)
Female,B,Small,Employed,1,40,1,24260,259.0040603,1,0.5386993264330354,407.3746417923553,219.4524451394409,0.5949786066036974,3-Standard (20-80%)
Female,D,Medium,Housewife,1,20,9,15265,114.1467007,1,0.6851121139983042,385.9154118034851,264.3953236052118,0.6997255186889481,3-Standard (20-80%)
Male,B,Large,Housewife,0,22,9,15305,211.8309492,1,0.7532876170838426,542.9146755033394,408.9709021897582,0.8842738354726729,2-Medium Review (80-95%)
Female,A,Large,Employed,0,24,3,4485,91.54176264,1,0.574033431955147,519.0036563737276,297.9254500654807,0.7583757164769517,3-Standard (20-80%)
Male,A,Small,Employed,0,36,2,27965,63.17028387,1,0.4109710837092788,385.233445477362,158.31980656889084,0.38415274077662065,3-Standard (20-80%)
Male,A,Small,Self-employed,1,19,4,9550,50.56640552,1,0.5692223415701293,617.8422036397428,351.68958587666305,0.8278437071122952,2-Medium Review (80-95%)
Male,B,Small,Housewife,1,27,1,8175,137.8873343,1,0.6389340962302696,457.96310193334665,292.6082406405937,0.7498183579559216,3-Standard (20-80%)
Male,E,Medium,Housewife,0,25,0,21080,238.240414,1,0.821063828120411,524.3391568536947,430.51591535972324,0.9006216194397352,2-Medium Review (80-95%)
Male,A,Large,Self-employed,1,52,0,17265,223.3475567,1,0.44641593500864174,447.2182839276541,199.64536837252393,0.5361265843222733,3-Standard (20-80%)
Male,E,Medium,Self-employed,0,28,0,9885,109.6318854,1,0.5877153426664669,470.3720516391052,276.44487150980575,0.7222894970533624,3-Standard (20-80%)
Male,A,Medium,Housewife,0,19,13,9760,156.1042255,1,0.7008128289745429,588.4943742013618,412.4244072196596,0.8868571889884557,2-Medium Review (80-95%)
Male,D,Medium,Housewife,0,30,0,4130,58.81986821,1,0.520011789553847,354.0508802514138,184.11063183265247,0.48530717687898606,3-Standard (20-80%)
Female,A,Small,Housewife,0,38,10,46360,149.997808,1,0.45225562891396576,308.4057436716621,139.47823356490684,0.3060870267215629,3-Standard (20-80%)
Male,B,Small,Unemployed,1,29,3,19555,123.969842,1,0.6325275948068466,566.3362847957225,358.2233280736836,0.8345846451925406,2-Medium Review (80-95%)
Female,A,Small,Employed,0,30,0,8685,69.72819603,1,0.4232429958033628,394.2774023007887,166.87514892735348,0.41975458141600064,3-Standard (20-80%)
Male,D,Medium,Employed,1,45,1,14830,148.4018477,1,0.45895028087396095,378.4927627971458,173.70935979451156,0.44655687414224593,3-Standard (20-80%)
Male,B,Large,Unemployed,1,28,11,16965,25.26137811,1,0.46450219551769145,423.8054559038578,196.85856473971813,0.5278114151933478,3-Standard (20-80%)
Male,E,Small,Retired,0,64,9,19705,84.06770437,1,0.20603230470659298,494.990366317944,101.98400598004672,0.13154920481149593,4-Low Risk (Bottom 20%)
Male,E,Medium,Employed,0,18,2,17490,32.18545326,1,0.6923277202286579,546.9523321182471,378.6702611691737,0.855655122305643,2-Medium Review (80-95%)
Female,B,Small,Self-employed,0,30,0,16460,99.43621052,1,0.4628766814899138,410.7616953524127,190.13201042789572,0.5062565592960362,3-Standard (20-80%)
Female,E,Large,Employed,0,19,0,6515,55.29380019,1,0.6714747792194286,474.2163918742055,318.42434703596615,0.7889319447808186,3-Standard (20-80%)
Male,A,Large,Retired,1,49,5,5890,291.3194903,1,0.28732677478017155,873.9668083656705,251.11406431262836,0.6698554936627109,3-Standard (20-80%)
Male,C,Small,Employed,0,22,1,19450,120.7793723,1,0.741493428697437,615.4142546482683,456.32562574842206,0.919512392023896,2-Medium Review (80-95%)
Male,B,Large,Employed,0,18,3,13995,129.3156084,1,0.7451807585216149,722.4577225101829,538.3615936599365,0.9627835634132559,1-Highest Review (Top 5%)
Female,E,Small,Self-employed,1,26,2,4020,218.9832303,1,0.6391769441941955,473.8115666235799,302.84942927832424,0.7659239525308792,3-Standard (20-80%)
Female,B,Small,Employed,0,39,0,3770,113.2248348,1,0.400568574789346,381.3478633514968,152.75597012167134,0.3617905869056269,3-Standard (20-80%)
Male,E,Large,Housewife,0,51,0,12465,295.7970919,1,0.6769588114860827,369.00612829874655,249.80195004420042,0.6672317752482442,3-Standard (20-80%)
Female,C,Small,Employed,0,24,8,16390,27.87209298,1,0.516336250517974,399.81376715209376,206.43834143677842,0.5576814402195851,3-Standard (20-80%)
Male,E,Medium,Employed,1,28,1,14020,74.57233929,1,0.564099643000719,397.4517747840072,224.20240426566065,0.6062404133365625,3-Standard (20-80%)
Male,C,Large,Employed,1,27,5,16950,275.0923407,1,0.7388958413571475,586.4193619916367,433.30282786693203,0.9030031484620974,2-Medium Review (80-95%)
Male,B,Medium,Self-employed,1,24,7,15045,253.6198858,1,0.6873914381225736,653.4915972588246,449.20452884076116,0.914063130701542,2-Medium Review (80-95%)
Male,C,Medium,Employed,0,46,1,16620,137.8151761,1,0.471855626472819,431.37132551145334,203.54498704161713,0.5498506498748689,3-Standard (20-80%)
Female,D,Medium,Employed,1,28,5,20860,270.4632326,1,0.6870061674704423,463.41980253207157,318.37226246746764,0.7888512149834503,3-Standard (20-80%)
Male,D,Large,Employed,0,46,3,26975,58.73427627,1,0.4251071288196039,338.2611344350128,143.79721965093034,0.3244934205215145,3-Standard (20-80%)
Female,D,Small,Self-employed,0,31,12,21635,145.223003,1,0.44388578982332416,320.268694905599,142.16272259385704,0.3169855493662711,3-Standard (20-80%)
Female,E,Small,Unemployed,0,27,14,10520,63.50810856,1,0.5372870156735049,392.4732593621695,210.8707862543535,0.5712844110761282,3-Standard (20-80%)
Male,E,Medium,Employed,1,36,2,5630,22.24129416,1,0.3656366699272757,332.5142168168673,121.57939094039551,0.2251554048599338,3-Standard (20-80%)
Male,A,Small,Housewife,0,24,1,20420,81.90993935,1,0.6773757116771776,479.77435085537616,324.98749235511633,0.796843464922903,3-Standard (20-80%)
Male,D,Medium,Employed,0,18,7,32720,100.3048589,1,0.7542731574944612,597.8324038605236,450.9289349123811,0.9154759021554856,2-Medium Review (80-95%)
Male,C,Small,Unemployed,1,18,2,23420,129.8552354,1,0.8099324789940745,775.2981141390518,627.9391235440731,0.9862355695487204,1-Highest Review (Top 5%)
Female,C,Medium,Self-employed,0,18,2,15305,32.3065089,1,0.5677256366822787,541.2118575756031,307.259846422108,0.7724227012190199,3-Standard (20-80%)
Female,E,Medium,Housewife,1,31,1,4175,51.32331561,1,0.4452932310706317,267.4580346137617,119.09725240896279,0.21300557035601841,3-Standard (20-80%)
Female,B,Medium,Unemployed,0,19,9,29810,73.85052034,1,0.6883165503305034,589.6528482941121,405.8678144303589,0.8811657382739969,2-Medium Review (80-95%)
Female,B,Small,Housewife,0,21,1,14990,253.6198858,1,0.8024101133745625,587.5051846010202,471.4201017838479,0.9306127391620247,2-Medium Review (80-95%)
Male,B,Small,Self-employed,0,44,2,14915,270.7883545,1,0.5294352341832967,515.3037479129933,272.81996045184616,0.7151852748849601,3-Standard (20-80%)
Male,B,Small,Unemployed,0,25,2,49655,68.77710211,1,0.6951183964884953,663.7612110583666,461.3926286821535,0.9229434084120449,2-Medium Review (80-95%)
Female,D,Small,Employed,1,33,8,22995,148.4018477,1,0.47334719869950537,300.14246881324306,142.07159682350226,0.31666263017679824,3-Standard (20-80%)
Male,B,Small,Employed,0,36,7,16370,24.03270395,1,0.33827741121533067,353.40805578776497,119.54996221452829,0.21514490998627595,3-Standard (20-80%)
Female,A,Medium,Unemployed,0,26,7,10295,260.3601885,1,0.6937796133420001,664.0513119108465,460.705262416755,0.922216840235731,2-Medium Review (80-95%)
Male,E,Small,Housewife,1,37,14,12885,136.1308048,1,0.48488544505219405,284.72608011363496,138.05953207386654,0.30063776539920883,3-Standard (20-80%)
Male,C,Large,Self-employed,1,51,5,15995,162.9324677,1,0.42172894743750666,406.86378261263974,171.58623479167107,0.4378784209251635,3-Standard (20-80%)
Female,D,Medium,Unemployed,1,21,0,32715,60.07300249,1,0.7119803398096864,536.097867682855,381.69114200408745,0.8583999354161621,2-Medium Review (80-95%)
Male,E,Small,Self-employed,0,18,5,15980,201.6569069,1,0.7891702654565759,699.9254731734096,552.3603714640791,0.9681117300395576,1-Highest Review (Top 5%)
Female,D,Large,Employed,1,36,10,7245,51.33277755,1,0.27683514220905,238.62176202927168,66.0588894255475,0.01667070315653508,4-Low Risk (Bottom 20%)
Female,B,Small,Employed,1,38,2,11635,185.1345389,1,0.42285298287463713,385.41076462819444,162.9720914550267,0.40312424315814965,3-Standard (20-80%)
Male,E,Medium,Housewife,0,21,2,4580,28.95139071,1,0.6841729962647444,466.1463795159099,318.92476517136276,0.7897796076531848,3-Standard (20-80%)
Female,B,Large,Employed,0,25,5,17395,276.9454965,1,0.7387950286959479,591.6911468136444,437.1384777893248,0.9057075966739323,2-Medium Review (80-95%)
Female,A,Small,Unemployed,0,27,1,47090,34.10399662,1,0.5532218026109514,506.9372971973737,280.4487653662547,0.7296359086138694,3-Standard (20-80%)
Male,D,Small,Self-employed,0,30,5,24575,64.12305444,1,0.48770660331109716,389.21726816733764,189.82383180791666,0.5053281666263018,3-Standard (20-80%)
Female,E,Medium,Employed,0,18,14,6890,30.41139927,1,0.5688334204017912,446.32876385984133,253.8867173700969,0.6758698635666425,3-Standard (20-80%)
Male,D,Large,Employed,0,46,12,47220,272.9669948,1,0.5888326284349157,414.8910548427325,244.30139033718092,0.654839751352224,3-Standard (20-80%)
Female,B,Medium,Housewife,0,19,11,23520,253.6198858,1,0.7866070995176246,543.1801425234495,427.26935642594054,0.8980786308226366,2-Medium Review (80-95%)
Male,D,Medium,Housewife,1,46,4,19150,123.0199289,1,0.5034937658158967,331.66673475852116,166.99213327942996,0.420279325098894,3-Standard (20-80%)
Male,B,Medium,Employed,1,44,0,6760,200.6565503,1,0.4637311764779058,482.4048491633577,223.70616824117056,0.6055138451602486,3-Standard (20-80%)
Male,B,Large,Self-employed,0,31,13,8985,34.81095528,1,0.30131511228818947,363.75669361495494,109.60538898217068,0.16650520707193026,4-Low Risk (Bottom 20%)
Male,C,Medium,Self-employed,0,21,4,14685,144.998902,1,0.7072616404662051,714.1494822059697,505.090534323085,0.9490998627593444,2-Medium Review (80-95%)
Male,A,Medium,Unemployed,0,29,10,19275,260.3601885,1,0.6709606469690562,610.4305713663002,409.5748910936234,0.8845563897634617,2-Medium Review (80-95%)
Male,B,Large,Self-employed,1,68,3,9505,293.5560359,1,0.502163258835282,467.2610350910494,234.64132410806843,0.6333252603535965,3-Standard (20-80%)
Male,C,Small,Employed,0,38,5,13005,83.90453994,1,0.4272190492887425,399.5994246129407,170.71648627946905,0.43404375555017355,3-Standard (20-80%)
